	GPSLAT	GPSLON	GPSALT	GPSSPE	HUM	TEMP	PRES	CO	CO2	NH2	NH3	TVOC	COMX	COMY	COMZ	ACCX	ACCY	ACCZ	GYRX	GYRY	GYRZ	BAT	VEL	ANGA	ANGB
233	88.8003	5.7358	27.7135	95.6028	66.7382	-26.3161	70261.97399999997	24.1798	45.0288	65.9718	13.0524	63.6332	182.33	246.39	133.24	85.3495	16.0784	65.066	240.33	181.85	207.02	0	293	66.750093	-169.517593
234	64.0989	75.2669	82.5928	75.9872	27.7523	21.0406	70128.65199999997	97.7047	86.5815	93.2602	93.9509	77.4292	269.02	287.06	234.75	65.501	75.8618	49.2921	131.72	287.07	77.35	0	1666	-91.755762	129.984369
235	19.813	82.5657	59.4227	18.6492	77.8342	9.248	69995.32999999997	23.2171	16.8218	35.2206	50.6164	43.544	249.1	62.42	301.55	14.6632	20.58	69.5226	303.04	41.3	282.52	1	973	150.093608	-39.45589
236	35.4301	83.1692	53.2219	80.1752	81.1612	-9.0592	69862.00799999997	27.7297	89.0135	43.229	27.9565	81.7447	273.51	169.66	299.64	0.3234	57.942	31.7188	234.54	130.63	106.17	1	594	-120.857285	-111.517116
237	50.5418	85.7828	78.9599	70.1874	74.9151	-12.1642	69728.68599999997	15.2909	39.0071	85.354	36.4647	63.2241	38.75	189.36	103.58	56.0664	27.281	14.4766	359.67	113.66	9.36	0	404	-82.449702	-148.722355
238	5.2724	16.687	18.162	17.7433	27.2094	26.1616	69595.36399999997	88.7805	68.98	43.6594	90.8458	35.1992	21.26	113.19	328.51	87.6146	58.7665	37.7077	242.51	99.69	150.14	1	1526	-169.17377	-149.379188
239	54.765	4.2238	20.7713	71.3144	82.8066	-2.8953	69462.04199999997	17.8226	44.5691	97.3826	33.2323	22.4977	143.61	47.46	84.48	14.0135	16.1926	19.2132	126.23	203.47	196.83	1	1058	133.974474	25.456863
240	65.1266	52.1612	44.6308	93.2692	94.3955	-14.6829	69328.71999999997	67.931	39.5585	56.9414	53.8583	16.5219	158.46	350.48	134.92	92.7556	92.632	56.7857	284.27	214.54	348.6	0	475	-92.48126	125.496607
241	28.9161	45.3794	57.8729	50.611	53.1203	13.612	69195.39799999997	43.3235	16.3755	8.9973	56.7892	10.6854	265.22	20.78	17.52	50.5046	36.9334	74.8024	214.02	265.02	153.76	0	1173	115.323976	61.386988
242	54.6678	53.8432	28.2295	14.5938	61.073	-27.7855	69062.07599999997	81.61	43.3625	96.6354	67.2003	9.6025	234.12	297.97	177.19	64.0059	17.5492	41.1988	320.53	174.25	323.57	0	923	-126.048365	155.378444
243	33.665	47.8952	85.485	51.4617	1.6534	-1.4158	68928.75399999997	2.7574	84.413	52.1183	22.3567	54.7987	137.06	339.61	150.72	56.0275	58.864	86.1323	124.56	73.94	11.82	0	444	-78.976237	-138.25019
244	4.5397	57.2299	65.455	51.7203	88.8251	-11.2463	68795.43199999997	74.1044	1.3977	67.3233	45.4339	61.2167	347.56	72.95	238.39	84.8986	12.2652	3.6015	262.18	153.6	62.91	0	504	-4.401586	7.950691
245	22.5674	80.1157	87.9783	1.2961	65.5286	-26.7837	68662.10999999997	60.9782	69.4593	16.3017	67.8335	79.4086	301.27	174.65	129.83	57.1256	43.8893	45.0987	225.12	162.51	341.97	0	324	-7.390538	40.211332
246	33.235	50.47	30.8576	78.2382	55.9007	-15.985	68528.78799999997	37.4619	33.751	0.449	62.3051	35.0512	107.03	114.6	241.73	71.7071	73.3364	40.9902	104.52	257.34	282.23	1	758	3.829701	81.998349
247	30.8977	18.7207	90.134	31.4513	10.3986	6.9556	68395.46599999997	94.3064	14.7875	73.4112	83.4444	52.9529	11.57	91.44	54.41	97.5759	60.7792	35.3148	162.61	183.74	202.24	0	428	25.16607	13.086826
248	19.2219	30.337	66.1657	4.3341	83.0333	15.0849	68262.14399999997	96.6145	31.2575	92.8273	81.1867	55.7783	259.85	57.46	135.7	80.845	2.6496	56.3471	213.74	202.11	241.38	1	1689	62.376613	0.375315
249	62.7707	48.5792	6.6288	83.759	60.4026	21.0483	68128.82199999997	0.8406	41.637	5.0461	59.2808	45.0068	243.28	36.98	162.64	7.8012	0.4511	15.277	3.85	165.01	105.29	1	500	62.226636	-140.541572
250	84.2996	5.3264	73.0239	93.0623	84.4493	-27.47	67995.49999999997	39.7205	92.5845	88.7771	43.4062	3.0362	152.97	118.55	34.0	89.0064	71.1854	34.6379	65.01	140.43	48.49	1	756	127.081006	114.101108
251	62.3886	79.8892	88.0586	55.8039	88.6024	3.6981	67862.17799999997	34.3246	65.2157	92.4456	37.371	59.0256	204.46	129.36	216.37	32.0675	36.7553	14.1202	42.11	210.28	321.53	1	606	99.848004	-85.561199
252	75.7327	38.6338	19.1791	11.1861	24.8318	13.0705	67728.85599999997	40.4435	89.783	64.1375	68.683	96.7261	87.48	258.9	177.08	30.1666	58.3737	63.7881	222.46	59.67	308.9	0	1179	-160.883999	-104.599416
253	22.018	37.0566	52.4011	21.6964	3.6278	-8.0503	67595.53399999997	52.1824	29.8156	26.2324	65.55	44.9272	241.89	126.69	235.04	57.4105	15.5774	38.5031	274.19	57.74	140.8	1	348	35.26703	-122.035725
254	48.7747	47.4387	66.2707	50.0543	7.5937	-19.2654	67462.21199999997	56.2603	37.9234	56.4386	13.7102	53.1467	297.66	37.54	141.86	67.3939	29.883	70.9065	82.41	324.85	258.12	1	1311	83.862824	-52.890742
255	96.2862	7.7083	68.8274	69.8894	42.7374	14.7044	67328.88999999997	82.9172	48.6007	28.2861	18.4104	39.5886	76.18	156.15	346.43	39.0357	48.478	15.3604	210.28	49.14	132.61	1	1376	-72.968842	72.891563
256	74.2993	32.4963	69.3339	87.4271	88.4674	-27.8582	67195.56799999997	47.0837	89.2416	17.0117	56.5138	79.5973	161.76	221.01	276.15	73.9728	1.7637	39.593	70.81	351.17	353.28	0	547	173.524863	150.61654
257	38.5	63.0215	56.5444	56.0699	70.2885	3.0504	67062.24599999997	98.0236	91.4109	36.7778	10.1519	75.1531	87.48	72.78	3.94	75.747	95.195	31.287	334.23	16.36	17.97	0	1250	152.902362	58.746869
258	47.6272	66.7244	49.8397	77.6048	61.5063	11.0104	66928.92399999997	58.262	87.1493	56.6245	98.6624	51.5347	250.55	340.74	259.31	40.9523	89.5606	39.5622	324.04	37.66	30.24	0	1451	-156.17485	78.082176
259	76.6414	49.569	71.5179	10.4943	84.9691	-9.7528	66795.60199999997	2.8295	66.3572	18.7687	87.6955	40.4226	350.06	16.73	121.55	11.1896	48.941	56.8812	186.45	150.32	105.28	1	46	35.907501	-153.147326
260	51.2365	37.1038	73.9957	18.2238	61.771	2.7576	66662.27999999997	22.3477	0.5134	82.3043	92.595	12.9976	60.47	263.69	328.65	89.6824	40.1916	70.6167	8.75	149.21	37.74	0	142	-85.251076	-90.974892
261	52.367	44.8642	88.8054	67.6624	68.0878	-2.5653	66528.95799999997	34.3428	17.2531	49.0971	68.5347	35.2947	73.36	193.16	177.54	13.7298	60.7061	84.6052	62.7	270.35	46.57	1	40	-59.595314	-175.536046
262	34.96	59.7532	40.0678	56.2547	80.7666	-7.7112	66395.63599999997	18.1537	7.7998	46.0296	45.118	78.5752	94.96	235.27	323.84	4.5274	48.2626	24.1621	353.14	161.75	305.1	1	1305	-7.604377	90.262102
263	64.8384	4.265	39.9923	48.8332	12.5913	-24.8047	66262.31399999997	8.9371	36.653	82.7456	4.7911	3.7182	263.29	297.91	240.27	65.3443	1.1895	58.2282	12.01	284.13	171.65	1	581	173.28875	23.77936
264	0.1709	53.4421	20.8943	64.1378	62.923	11.2049	66128.99199999997	42.2677	49.8225	73.0557	10.0152	1.004	242.19	104.79	73.3	83.7946	8.7597	34.2527	294.09	10.27	290.42	1	1472	-75.769248	-118.74859
265	21.3121	43.4753	48.7459	24.7829	43.3294	-16.1754	65995.66999999997	94.6643	67.3604	13.538	38.1691	78.7923	231.6	91.38	51.08	28.065	94.4898	63.3625	197.59	341.07	132.01	0	486	179.772492	29.601454
266	60.7203	57.015	9.9308	22.0931	69.4892	1.3885	65862.34799999997	54.8788	6.1203	36.1085	74.853	2.3184	273.13	172.67	108.43	52.0778	72.0595	8.2195	105.28	120.79	199.32	0	1615	-99.216717	-42.885332
267	83.1292	61.6389	75.858	20.4018	47.4362	8.2314	65729.02599999997	74.6881	52.658	72.6369	58.5036	36.2375	225.29	310.32	306.34	20.823	31.4998	7.0949	76.07	72.79	154.87	0	524	101.269027	1.796089
268	62.5784	84.3711	6.3435	62.2832	36.315	1.4878	65595.70399999997	73.2421	18.1846	57.919	87.4851	94.3416	110.84	240.15	202.57	56.3204	90.3558	84.5171	100.2	35.17	125.41	1	245	171.669432	-156.322758
269	4.4971	31.7398	42.9482	79.2519	8.4862	-37.4308	65462.38199999997	73.6955	57.6916	61.2216	69.978	4.4807	302.59	275.19	319.08	37.7597	57.4426	98.6032	341.27	336.33	73.09	1	125	-112.367815	97.311768
270	45.3156	60.8191	6.8728	25.8667	16.9051	-13.0449	65329.05999999997	39.9945	66.4116	98.9701	31.5872	46.9289	52.69	7.68	201.07	91.7396	65.3128	20.5018	344.73	284.08	27.36	0	330	-171.715817	-32.272621
271	10.4244	0.2752	9.9439	62.0304	44.994	14.3413	65195.73799999997	73.4118	11.6354	84.8697	38.8054	8.6132	179.09	80.24	248.01	52.2754	98.1216	69.904	291.48	353.35	126.7	1	1173	91.08021	162.45087
272	21.2304	93.6571	73.782	27.0432	92.5516	-26.3375	65062.41599999997	79.2714	4.5636	35.424	12.8711	1.2209	226.76	341.05	283.38	94.4642	16.6396	19.6663	75.62	13.06	75.43	1	230	111.140391	170.57054
273	12.9051	43.8911	5.5799	75.0631	2.9489	-25.6281	64929.09399999997	93.0595	18.8931	68.0311	10.7787	1.4139	152.81	160.95	347.1	35.9405	91.5624	87.5173	192.68	46.39	330.98	0	23	-170.268122	97.031944
274	80.9908	3.8024	31.0559	40.1725	94.0417	17.7189	64795.77199999997	80.4633	23.3083	80.5779	60.2765	31.3761	64.26	301.26	202.02	41.3026	23.0896	94.0721	43.7	55.76	139.62	1	323	88.978979	104.00659
275	57.8244	33.6603	27.7842	14.0032	23.2628	-24.7532	64662.44999999997	11.7929	6.9687	86.9663	17.3726	54.8783	328.77	133.98	47.97	25.1798	36.5333	22.7342	63.77	289.16	352.9	1	943	59.617083	111.978777
276	40.3904	57.2143	49.0706	19.9645	86.9584	18.2717	64529.12799999997	48.4925	33.1312	95.3617	6.2918	21.1993	229.02	131.71	158.73	16.2978	46.1614	47.7286	69.76	269.57	281.89	0	809	-52.120732	153.229334
277	62.6216	39.0288	1.6861	11.3856	79.6794	-25.8006	64395.80599999997	39.1646	93.8555	40.7624	44.888	20.6444	235.54	136.16	195.61	60.4987	45.9864	15.4527	268.95	77.4	148.89	1	1012	175.18597	42.970863
278	29.5105	17.0753	43.2225	71.8036	31.8695	-30.5509	64262.48399999997	95.52	63.0717	8.2049	93.7247	4.7802	8.1	56.71	234.27	56.164	97.7244	90.9935	248.67	227.87	247.74	1	1117	-39.077983	121.51592
279	68.9373	26.313	45.2821	0.9742	62.4472	26.5464	64129.16199999997	96.5913	9.2133	29.043	71.9716	2.6188	206.1	286.34	49.82	82.3521	73.5319	28.1023	350.05	105.33	271.78	1	755	49.128982	-22.483305
280	71.419	14.8378	5.7246	75.7229	40.508	12.1282	63995.83999999997	21.9742	66.0046	60.6359	67.8551	72.0815	212.77	135.18	223.47	82.342	2.372	21.9423	351.42	117.94	20.88	0	1550	69.81953	113.732245
281	50.6375	89.2263	19.2245	58.7829	30.6061	-8.1115	63862.51799999997	94.4518	45.6181	6.9409	74.1697	3.6353	327.35	267.96	76.34	65.2201	58.7149	79.1907	221.55	231.84	200.58	1	365	8.353327	-6.003445
282	73.5872	6.5555	79.2573	65.7263	3.7818	-30.6879	63729.19599999997	10.0243	72.0328	37.2808	13.432	95.6285	317.62	309.63	285.24	21.8029	62.4435	33.4022	66.97	217.61	112.99	1	1230	-110.553512	8.349352
283	22.9533	7.4849	65.5154	14.7749	96.5873	25.3097	63595.87399999997	26.094	3.71	96.3462	23.6719	81.4383	255.04	152.17	328.32	23.8988	62.5699	76.387	334.34	166.63	235.68	0	1341	-93.472729	133.001182
284	15.7915	64.3284	64.5885	39.0674	1.4012	-18.3015	63462.55199999997	20.8334	40.3569	45.6415	13.5301	46.4125	38.32	139.14	328.35	62.3742	24.2107	43.0779	22.7	217.73	79.64	0	91	-169.085124	1.682426
285	22.2522	28.7581	52.4592	80.6245	74.3408	-20.504	63329.22999999997	73.5814	20.1821	53.6813	37.433	35.5285	222.86	314.53	288.32	2.8346	32.9516	98.879	80.44	154.6	120.38	1	1141	144.482525	-71.333366
286	36.8892	37.2752	31.4445	24.3162	89.1864	-30.5079	63195.90799999997	67.2884	86.1492	83.4626	31.0438	82.9822	186.33	350.74	292.58	29.0273	46.7698	92.7917	229.56	86.88	50.18	0	993	-129.020789	25.769598
287	74.1577	60.5375	60.6705	66.0172	28.9773	8.605	63062.58599999997	62.4226	31.7283	8.7077	13.5013	76.3805	41.51	229.96	127.78	77.7544	81.0707	56.9428	317.16	248.24	323.93	1	379	-26.423509	-156.745363
288	59.565	6.7249	90.4696	34.9018	86.2282	28.2652	62929.26399999997	32.7798	67.4377	31.1302	36.8472	8.0835	43.3	341.52	149.14	72.7617	44.4249	32.4907	254.38	339.43	202.39	1	131	141.517609	54.842216
289	42.8276	52.1212	35.8591	84.6808	88.7598	15.8608	62795.941999999966	74.0867	59.0307	14.9889	5.1075	49.6239	52.87	309.12	153.91	57.7836	83.023	94.2014	132.13	356.27	29.21	1	1765	44.445333	-47.47508
290	85.6144	90.076	33.7383	63.2223	7.2173	22.8042	62662.619999999966	86.4639	29.2561	2.2645	74.4947	62.1959	273.66	26.95	131.03	84.2291	84.5577	77.4989	284.3	160.64	202.32	0	775	122.533434	8.971312
291	74.5336	29.9683	11.9592	43.5727	14.3955	23.068	62529.297999999966	64.8295	81.8742	67.2071	67.5389	8.0128	114.6	114.29	146.71	2.7959	1.3539	43.3173	14.22	2.76	110.63	0	1014	-36.035891	-170.515246
292	95.6647	68.3905	7.5488	62.6099	69.9797	13.3293	62395.975999999966	35.9179	61.0849	83.7757	47.6397	40.0831	356.01	250.94	331.23	65.5853	6.0523	35.8629	58.08	219.11	227.86	0	1726	140.668499	-101.551422
293	0.0557	40.5732	73.6296	8.9196	85.4645	19.2135	62262.653999999966	83.4201	5.1149	44.5988	52.1394	24.5772	175.17	198.89	0.14	7.4482	15.414	5.3684	75.96	96.44	57.43	1	407	44.725438	42.679071
294	20.7126	89.5926	98.443	75.4876	80.6325	-26.5703	62129.331999999966	3.9957	32.9038	79.6944	10.4934	4.5118	81.13	278.44	247.88	71.3419	72.2842	6.7207	212.68	269.51	211.23	0	484	156.082738	-70.935938
295	4.8364	86.4217	94.6369	97.7456	60.6448	29.8663	61996.009999999966	42.9747	0.16	95.1394	12.9797	30.5161	230.92	193.59	96.6	63.0805	74.1809	91.9365	96.46	37.21	354.93	1	1333	71.301971	-3.924799
296	65.2349	14.501	52.9646	14.4795	18.771	-1.1381	61862.687999999966	96.8734	72.7403	84.5377	37.7493	48.8201	346.28	31.11	195.74	22.5385	1.3541	94.9344	51.38	134.09	80.41	0	1119	132.874353	45.72289
297	36.6856	47.6753	12.1446	59.5384	37.4635	-2.2639	61729.365999999965	47.8141	54.5505	1.4882	19.0961	82.6067	69.15	75.23	20.13	54.575	18.0469	32.3334	261.44	151.78	171.13	0	1177	-164.77671	-67.544451
298	5.4093	93.929	19.2427	52.9843	36.0316	-24.3306	61596.043999999965	82.7491	72.623	86.4763	92.662	46.9242	278.03	69.64	40.99	98.1341	60.1565	27.2757	69.28	178.38	246.78	1	740	-34.074412	-149.844569
299	52.4322	93.2667	80.043	11.3759	26.8118	-4.8441	61462.721999999965	11.0803	13.0786	34.7482	46.1393	67.3447	44.92	110.39	282.39	88.8526	62.8836	10.5644	355.15	81.5	95.47	0	778	-36.431672	22.899018
300	95.566	11.5606	96.4188	77.8515	72.3216	21.1933	61329.399999999965	15.7133	47.7267	13.7061	33.5017	31.6886	2.41	250.67	261.55	66.7687	47.9912	77.4839	39.94	286.81	287.7	0	1167	57.718648	-166.168228
301	52.4493	56.5026	88.8261	62.8335	42.5588	7.0702	61196.077999999965	48.7456	58.1194	54.3185	91.425	47.7938	48.02	246.4	356.48	91.303	0.1116	27.8395	347.8	292.82	41.08	0	364	-25.800175	-47.169599
302	22.3979	85.8215	90.3729	52.3959	51.7716	24.1713	61062.755999999965	98.412	69.5234	5.1024	23.0756	5.7098	288.39	276.68	103.83	62.2775	66.7605	77.4351	73.84	49.58	84.67	1	792	111.504083	77.583545
303	45.4575	45.8908	14.88	25.0674	80.6298	9.7423	60929.433999999965	94.4431	30.1098	30.5288	1.08	11.0217	288.51	150.77	96.09	56.2823	3.8808	81.4187	176.9	304.4	317.63	0	414	57.806801	-82.755357
304	84.3288	69.0103	92.9126	61.9957	43.7196	-27.3017	60796.111999999965	92.6636	7.6772	5.8285	78.056	16.1571	313.41	37.98	161.01	48.858	16.3025	44.7283	341.73	279.32	3.65	1	455	136.526362	-43.179917
305	94.932	76.5786	39.6924	52.6089	24.1175	-30.1721	60662.789999999964	64.7518	60.4562	73.7261	62.3521	2.6265	144.21	188.48	72.45	88.4766	54.7584	16.1062	197.07	23.64	357.82	0	292	24.984515	-52.737762
306	28.38	15.3169	29.8696	19.1134	43.8396	-4.1951	60529.467999999964	98.5062	23.1143	89.6202	44.0651	28.561	41.15	319.2	324.77	11.1651	63.8463	0.116	195.14	307.5	93.08	0	1718	-110.197902	-41.880918
307	15.3606	50.3188	77.3265	79.8625	31.3735	12.9227	60396.145999999964	19.8503	53.884	91.0876	27.1675	48.2116	230.6	151.72	140.08	97.7435	4.0698	53.4755	86.08	49.35	174.48	1	1487	61.467121	-16.186378
308	4.552	31.5918	31.7634	82.2008	40.7185	20.5845	60262.823999999964	88.1144	48.3212	25.9729	94.1152	47.3082	182.91	185.16	209.53	75.994	15.42	71.8608	187.35	273.33	241.6	1	433	-50.005015	-157.805744
309	44.5629	93.9567	0.3099	48.0246	19.4403	-4.0689	60129.501999999964	71.3822	33.4866	70.8758	55.2718	48.1649	160.73	148.18	330.87	75.5053	30.7112	15.0367	38.61	28.54	38.81	1	1124	-81.078755	29.34562
310	15.1592	9.6512	71.8412	44.682	4.1638	-31.0798	59996.179999999964	39.0549	54.7249	16.4408	64.649	52.9592	312.24	224.75	263.59	72.9337	65.785	41.0162	198.82	62.96	123.41	0	119	-70.689974	-15.907483
311	95.2335	29.0336	82.5274	61.202	78.5637	-6.0383	59862.857999999964	49.1229	63.0577	31.9088	49.089	86.9663	104.42	53.39	49.64	0.6154	98.2748	76.6759	77.3	190.21	18.4	1	907	143.520891	-105.633298
312	29.743	36.6257	32.5506	45.6788	39.635	-12.2571	59729.535999999964	89.6337	83.1634	5.2791	51.1376	80.5035	38.17	232.25	297.03	24.9089	48.719	47.3886	138.6	292.02	118.06	0	880	-66.674611	135.335361
313	96.6442	39.0325	15.1359	67.276	5.1095	-27.8898	59596.21399999996	10.0552	97.9886	16.2057	76.6223	25.4887	316.97	21.46	206.8	41.4533	17.1067	45.5151	343.05	279.88	344.49	1	676	-87.148991	-56.849331
314	89.1743	10.8973	96.9324	41.0257	42.7538	17.8928	59462.89199999996	48.8632	31.8493	97.2856	23.9497	79.8514	235.1	228.09	272.75	13.9331	27.6683	51.8747	158.74	29.71	195.89	1	737	-85.131588	-66.499624
315	24.6985	45.3483	73.9516	77.9967	56.0109	27.6594	59329.56999999996	21.7875	95.8349	11.8558	94.3231	66.6319	210.01	173.08	74.56	10.2361	56.1427	44.3545	142.19	216.79	204.69	1	1194	-146.220662	12.210439
316	57.5264	32.0593	53.7341	84.7769	52.3639	2.6942	59196.24799999996	95.6988	67.8604	61.5696	10.9766	37.3484	193.08	50.79	230.97	29.314	2.3278	40.8427	23.93	235.55	279.81	0	272	39.588192	-10.670727
317	10.0083	32.5317	66.4924	38.9192	93.3336	3.9302	59062.92599999996	37.1884	59.9329	31.4622	82.4832	28.8665	342.73	190.56	183.55	70.3908	89.8638	23.6801	315.7	320.1	316.83	1	1110	-46.033676	86.906206
318	7.0756	12.8767	84.7848	83.8408	53.1755	-37.995	58929.60399999996	8.3616	41.7296	36.6154	73.2933	43.9547	156.57	310.78	44.0	93.3392	85.6934	74.4299	287.85	90.53	30.6	1	1682	-108.294708	170.612297
319	9.1938	73.938	76.4682	54.5069	15.0049	-8.1409	58796.28199999996	73.9921	67.1851	43.6748	24.0731	41.1266	79.63	321.4	315.84	19.4785	92.4885	45.217	225.68	4.76	13.39	0	914	-39.744134	-118.626311
320	40.5098	12.8973	44.7315	51.1413	32.2054	-2.8141	58662.95999999996	7.1564	10.365	96.0351	43.4258	44.1041	44.57	343.78	286.91	61.532	18.589	39.2664	3.72	337.58	141.24	1	35	65.593737	-143.964393
321	15.983	95.0383	32.0459	15.0049	1.4986	3.2432	58529.63799999996	68.2739	44.2126	51.2737	97.6744	1.6377	323.53	127.94	288.36	82.6684	91.071	72.1306	34.96	45.45	339.83	1	785	71.222075	38.515152
322	61.9848	33.7571	30.9744	5.7521	45.928	-15.99	58396.31599999996	65.2563	95.0552	26.662	54.0742	23.1845	42.96	281.35	299.68	81.8029	59.8616	3.9077	284.07	330.61	98.41	0	850	-34.657058	-59.134115
323	58.5198	55.7067	7.3168	38.7415	84.5534	-1.9079	58262.99399999996	13.4659	79.2301	53.3305	2.5789	7.0295	8.1	169.33	145.32	19.1729	85.3286	65.9742	358.84	355.03	39.14	0	1438	170.325185	86.004579
324	41.5495	61.3449	8.2248	57.3457	18.5904	-12.2976	58129.67199999996	42.1494	25.9953	35.7635	15.347	39.8651	42.07	266.25	212.27	11.5864	8.6415	93.0694	219.27	106.63	263.04	0	1226	63.460661	-139.100881
325	36.4699	13.2145	3.9587	15.0116	2.8907	-11.0838	57996.34999999996	23.6021	61.1889	59.9089	58.6574	2.9783	142.42	232.22	271.5	14.9359	17.247	67.9007	291.95	1.09	41.07	1	249	147.512902	-68.035652
326	29.0106	37.3211	51.8371	39.428	68.6952	-29.5531	57863.02799999996	47.6628	1.3064	80.8512	15.4157	95.8954	200.5	149.74	288.35	17.6931	79.5804	54.649	145.05	288.26	72.09	0	1755	61.003172	17.342043
327	88.4325	10.5421	30.656	72.4631	23.3797	15.3402	57729.70599999996	48.8492	25.4081	36.2465	26.984	34.5597	194.46	346.43	45.66	94.6866	82.9917	46.2231	221.56	254.33	273.33	0	427	-82.89269	74.520016
328	96.358	0.601	32.5074	62.7338	2.8472	12.405	57596.38399999996	30.4685	81.2688	10.0662	75.1029	55.5285	253.16	55.94	350.26	74.5222	48.6299	85.2791	169.67	72.56	321.19	1	1497	154.326505	-71.835889
329	85.0573	19.3895	3.5332	79.22	82.6622	0.1193	57463.06199999996	98.192	39.9153	87.6082	2.2023	72.9455	190.78	154.39	257.41	87.3849	95.1461	69.8245	308.95	284.68	131.4	0	256	-100.392653	-168.939036
330	60.0809	27.7914	29.6213	93.6282	42.0282	-10.0518	57329.73999999996	87.8831	58.9481	73.9241	19.4466	49.277	4.13	183.67	52.74	64.2795	48.406	10.6225	80.83	40.99	166.1	0	1636	108.262216	-75.70369
331	22.0548	67.2919	39.42	75.9072	41.4021	13.1842	57196.41799999996	26.4165	49.8802	71.4408	41.4643	36.6247	218.45	187.66	139.96	58.4139	0.7229	14.6163	73.51	197.09	88.28	1	1238	110.95516	-52.618916
332	67.8537	22.4771	93.3614	94.0495	26.3355	29.1514	57063.09599999996	13.1517	3.3388	41.5924	71.7548	96.3057	45.72	266.17	255.8	15.9763	38.5627	12.0884	197.79	110.59	61.06	0	1516	-51.48821	147.40431
333	83.8292	29.6344	35.6763	22.4735	54.0544	-10.0092	56929.77399999996	66.4054	93.0534	91.439	88.5953	40.2575	359.9	212.75	42.06	68.0847	75.0165	92.7203	343.4	290.33	164.2	1	806	-179.399117	-85.031263
334	3.3577	21.7319	58.1434	98.0561	0.3376	22.885	56796.45199999996	68.3263	73.8772	21.3502	97.01	35.3704	116.31	234.71	6.75	71.1872	74.5426	46.1132	270.17	29.51	271.83	1	534	103.096969	164.349632
335	4.2827	22.4997	33.6856	0.2347	29.7736	-11.4251	56663.12999999996	80.4244	9.2881	46.7719	22.0895	70.0876	34.79	99.46	238.53	9.6254	90.5623	44.4042	82.77	137.87	255.64	0	795	-27.959255	105.723444
336	26.7638	42.627	95.6342	89.5345	17.9018	3.8753	56529.80799999996	1.0697	9.9386	1.3324	87.4463	25.5318	298.71	197.37	44.97	96.0358	30.2125	57.7015	39.06	301.92	257.44	1	1514	-64.61424	-162.429086
337	37.3662	47.6378	82.6607	46.0373	85.4005	-19.7804	56396.48599999996	65.5288	45.9298	5.3169	8.0569	69.3616	189.87	7.71	329.73	70.6476	51.6105	63.4855	95.23	82.95	186.4	0	350	-13.19473	-40.349607
338	73.1743	90.0172	44.5937	22.4615	66.5497	-38.215	56263.16399999996	34.064	72.6119	57.74	2.1395	80.8716	342.77	266.29	77.61	0.0896	12.8064	88.0981	73.06	170.06	93.47	0	648	150.185724	88.526846
339	61.7999	18.4979	8.0548	92.1614	8.1013	2.5065	56129.84199999996	84.9471	27.6217	56.542	96.5175	30.29	91.61	111.48	120.01	38.5326	50.3224	52.0285	219.02	246.42	190.64	0	1251	79.599737	-36.00874
340	27.6562	65.8826	19.063	4.7867	88.7231	16.2832	55996.51999999996	6.6035	7.1852	25.8501	78.4545	88.0779	292.58	255.51	109.16	3.7061	16.9295	95.4957	61.68	8.02	26.29	1	70	-120.611146	-171.511781
341	65.0345	2.6049	41.9153	61.0855	48.9274	-26.2553	55863.19799999996	47.0264	87.2513	85.8203	27.5664	50.3356	331.25	3.48	351.83	49.3568	78.1426	39.7547	126.91	276.29	86.09	0	1473	-82.430019	82.297956
342	96.3863	97.6563	52.5964	0.0785	52.2552	-0.6647	55729.87599999996	61.0308	35.0112	70.6713	81.9013	79.9364	276.35	162.11	204.73	39.0121	72.8843	78.946	90.14	98.19	225.2	1	1318	-57.759892	122.373326
343	18.3792	6.3667	76.3307	11.2627	80.1848	-23.994	55596.55399999996	10.5257	12.9182	56.1738	51.0016	39.0369	106.06	163.19	120.27	52.8207	47.6994	1.0152	131.21	261.01	87.14	0	1070	71.780843	-142.392513
344	92.5284	51.6781	96.3668	64.1806	66.9062	-28.9431	55463.23199999996	69.4552	74.3879	8.0482	71.0859	0.7876	152.91	218.51	349.26	75.2959	88.3702	26.393	300.61	276.42	229.91	1	513	35.037225	15.315238
345	77.0008	82.2626	13.9575	21.1337	89.5088	-21.9624	55329.90999999996	26.6137	57.014	75.6529	14.5277	81.1758	100.61	211.09	40.83	55.4604	34.1627	71.6737	79.25	322.29	331.84	0	412	-3.824799	168.760037
346	31.9997	43.2864	18.2756	54.7931	38.948	15.2767	55196.58799999996	63.8357	95.651	69.0211	61.8006	17.239	237.47	43.28	318.28	57.8926	1.6707	66.799	313.65	3.15	59.34	1	469	-42.664668	145.065758
347	56.9221	11.8717	65.6808	25.6695	72.6255	26.4347	55063.26599999996	50.9395	80.762	24.8629	62.0472	81.6892	332.69	66.88	271.58	81.3076	52.4345	44.0575	87.07	335.35	97.98	0	1541	-113.129985	86.177005
348	50.7833	23.0797	56.6786	34.5745	6.8071	18.5999	54929.94399999996	26.6369	92.4073	3.0999	30.9309	61.8891	136.5	2.0	344.99	38.0182	45.2768	33.2757	136.26	37.05	30.16	0	1010	-3.876583	91.002614
349	86.4421	42.5768	33.1533	98.6895	51.295	-24.8616	54796.62199999996	69.1705	12.1456	18.102	39.8835	14.5611	265.09	11.06	34.86	70.7195	73.8274	24.0962	261.85	323.94	175.06	0	1623	93.652478	-8.794857
